,brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url
0,Abarth,500e Convertible,155,37.8,Lithium-ion,192.0,235.0,156,225,7.0,67.0,CCS,0.0,185,4,FWD,B - Compact,3673,1683,1518,Hatchback,https://ev-database.org/car/1904/Abarth-500e-Convertible
1,Abarth,500e Hatchback,155,37.8,Lithium-ion,192.0,235.0,149,225,7.0,67.0,CCS,0.0,185,4,FWD,B - Compact,3673,1683,1518,Hatchback,https://ev-database.org/car/1903/Abarth-500e-Hatchback
2,Abarth,600e Scorpionissima,200,50.8,Lithium-ion,102.0,345.0,158,280,5.9,79.0,CCS,0.0,360,5,FWD,JB - Compact,4187,1779,1557,SUV,https://ev-database.org/car/3057/Abarth-600e-Scorpionissima
3,Abarth,600e Turismo,200,50.8,Lithium-ion,102.0,345.0,158,280,6.2,79.0,CCS,0.0,360,5,FWD,JB - Compact,4187,1779,1557,SUV,https://ev-database.org/car/3056/Abarth-600e-Turismo
6,Alfa,Romeo Junior Elettrica 54 kWh,150,50.8,Lithium-ion,102.0,260.0,128,320,9.0,85.0,CCS,0.0,400,5,FWD,JB - Compact,4173,1781,1532,SUV,https://ev-database.org/car/2184/Alfa-Romeo-Junior-Elettrica-54-kWh
7,Alfa,Romeo Junior Elettrica 54 kWh Veloce,200,50.8,Lithium-ion,102.0,345.0,164,310,6.0,85.0,CCS,0.0,400,5,FWD,JB - Compact,4173,1781,1505,SUV,https://ev-database.org/car/2185/Alfa-Romeo-Junior-Elettrica-54-kWh-Veloce
8,Alpine,A290 Electric 180 hp,160,52.0,Lithium-ion,184.0,285.0,138,310,7.4,70.0,CCS,500.0,326,5,FWD,B - Compact,3997,1823,1512,Hatchback,https://ev-database.org/car/2268/Alpine-A290-Electric-180-hp
9,Alpine,A290 Electric 220 hp,170,52.0,Lithium-ion,184.0,300.0,144,305,6.4,70.0,CCS,500.0,326,5,FWD,B - Compact,3997,1823,1512,Hatchback,https://ev-database.org/car/2269/Alpine-A290-Electric-220-hp
10,Audi,A6 Avant e-tron,210,75.8,Lithium-ion,150.0,435.0,146,465,6.0,150.0,CCS,2100.0,502,5,RWD,JE - Executive,4928,1923,1455,Station/Estate,https://ev-database.org/car/3055/Audi-A6-Avant-e-tron
11,Audi,A6 Avant e-tron performance,210,94.9,Lithium-ion,180.0,565.0,151,575,5.4,200.0,CCS,2100.0,502,5,RWD,JE - Executive,4928,1923,1455,Station/Estate,https://ev-database.org/car/2272/Audi-A6-Avant-e-tron-performance
12,Audi,A6 Avant e-tron quattro,210,94.9,Lithium-ion,180.0,855.0,157,560,4.5,200.0,CCS,2100.0,502,5,AWD,JE - Executive,4928,1923,1455,Station/Estate,https://ev-database.org/car/3054/Audi-A6-Avant-e-tron-quattro
13,Audi,A6 Sportback e-tron,210,75.8,Lithium-ion,150.0,435.0,136,495,6.0,150.0,CCS,2100.0,502,5,RWD,JE - Executive,4928,1923,1455,Liftback Sedan,https://ev-database.org/car/3053/Audi-A6-Sportback-e-tron
14,Audi,A6 Sportback e-tron performance,210,94.9,Lithium-ion,180.0,565.0,141,610,5.4,200.0,CCS,2100.0,502,5,RWD,JE - Executive,4928,1923,1455,Liftback Sedan,https://ev-database.org/car/2270/Audi-A6-Sportback-e-tron-performance
15,Audi,A6 Sportback e-tron quattro,210,94.9,Lithium-ion,180.0,855.0,147,590,4.7,200.0,CCS,2100.0,502,5,AWD,JE - Executive,4928,1923,1455,Liftback Sedan,https://ev-database.org/car/3052/Audi-A6-Sportback-e-tron-quattro
16,Audi,Q4 Sportback e-tron 40,160,59.0,Lithium-ion,216.0,310.0,156,340,8.1,110.0,CCS,1000.0,520,5,RWD,JC - Medium,4588,1865,1614,SUV,https://ev-database.org/car/3149/Audi-Q4-Sportback-e-tron-40
17,Audi,Q4 Sportback e-tron 45,180,77.0,Lithium-ion,288.0,545.0,162,435,6.7,120.0,CCS,1000.0,535,5,RWD,JC - Medium,4588,1865,1614,SUV,https://ev-database.org/car/2016/Audi-Q4-Sportback-e-tron-45
18,Audi,Q4 Sportback e-tron 45 quattro,180,77.0,Lithium-ion,288.0,679.0,165,410,6.6,120.0,CCS,1200.0,535,5,AWD,JC - Medium,4588,1865,1614,SUV,https://ev-database.org/car/2017/Audi-Q4-Sportback-e-tron-45-quattro
19,Audi,Q4 Sportback e-tron 55 quattro,180,77.0,Lithium-ion,288.0,679.0,165,415,5.4,120.0,CCS,1200.0,535,5,AWD,JC - Medium,4588,1865,1614,SUV,https://ev-database.org/car/2018/Audi-Q4-Sportback-e-tron-55-quattro
20,Audi,Q4 e-tron 40,160,59.0,Lithium-ion,216.0,310.0,159,325,8.1,110.0,CCS,1000.0,520,5,RWD,JC - Medium,4588,1865,1632,SUV,https://ev-database.org/car/3148/Audi-Q4-e-tron-40
21,Audi,Q4 e-tron 45,180,77.0,Lithium-ion,288.0,545.0,169,420,6.7,120.0,CCS,1000.0,520,5,RWD,JC - Medium,4588,1865,1632,SUV,https://ev-database.org/car/2013/Audi-Q4-e-tron-45
22,Audi,Q4 e-tron 45 quattro,180,77.0,Lithium-ion,288.0,679.0,171,395,6.6,120.0,CCS,1200.0,520,5,AWD,JC - Medium,4588,1865,1632,SUV,https://ev-database.org/car/2014/Audi-Q4-e-tron-45-quattro
23,Audi,Q4 e-tron 55 quattro,180,77.0,Lithium-ion,288.0,679.0,171,395,5.4,120.0,CCS,1200.0,520,5,AWD,JC - Medium,4588,1865,1632,SUV,https://ev-database.org/car/2015/Audi-Q4-e-tron-55-quattro
24,Audi,Q6 e-tron,210,75.8,Lithium-ion,150.0,450.0,166,395,7.0,150.0,CCS,2000.0,526,5,RWD,JD - Large,4771,1939,1685,SUV,https://ev-database.org/car/2281/Audi-Q6-e-tron
25,Audi,Q6 e-tron Sportback,210,75.8,Lithium-ion,150.0,450.0,139,410,7.0,150.0,CCS,2000.0,511,5,RWD,JD - Large,4771,1939,1665,SUV,https://ev-database.org/car/3041/Audi-Q6-e-tron-Sportback
26,Audi,Q6 e-tron Sportback performance,210,94.9,Lithium-ion,180.0,485.0,145,510,6.6,190.0,CCS,2000.0,511,5,RWD,JD - Large,4771,1939,1665,SUV,https://ev-database.org/car/3042/Audi-Q6-e-tron-Sportback-performance
27,Audi,Q6 e-tron Sportback quattro,210,94.9,Lithium-ion,180.0,855.0,149,500,5.9,200.0,CCS,2400.0,511,5,AWD,JD - Large,4771,1939,1665,SUV,https://ev-database.org/car/3043/Audi-Q6-e-tron-Sportback-quattro
28,Audi,Q6 e-tron performance,210,94.9,Lithium-ion,180.0,485.0,171,490,6.6,190.0,CCS,2000.0,526,5,RWD,JD - Large,4771,1939,1685,SUV,https://ev-database.org/car/2215/Audi-Q6-e-tron-performance
29,Audi,Q6 e-tron quattro,210,94.9,Lithium-ion,180.0,855.0,176,480,5.9,200.0,CCS,2400.0,10 Banana Boxes,5,AWD,JD - Large,4771,1939,1685,SUV,https://ev-database.org/car/2146/Audi-Q6-e-tron-quattro
30,Audi,S6 Avant e-tron,240,94.9,Lithium-ion,180.0,855.0,156,530,3.9,200.0,CCS,2100.0,502,5,AWD,JE - Executive,4928,1923,1493,Station/Estate,https://ev-database.org/car/2273/Audi-S6-Avant-e-tron
31,Audi,S6 Sportback e-tron,240,94.9,Lithium-ion,180.0,855.0,149,555,3.9,200.0,CCS,2100.0,502,5,AWD,JE - Executive,4928,1923,1465,Liftback Sedan,https://ev-database.org/car/2271/Audi-S6-Sportback-e-tron
32,Audi,SQ6 e-tron,230,94.9,Lithium-ion,180.0,855.0,169,470,4.3,200.0,CCS,2400.0,514,5,AWD,JD - Large,4771,1965,1685,SUV,https://ev-database.org/car/2147/Audi-SQ6-e-tron
33,Audi,SQ6 e-tron Sportback,230,94.9,Lithium-ion,180.0,855.0,164,495,4.3,200.0,CCS,2400.0,511,5,AWD,JD - Large,4771,1965,1665,SUV,https://ev-database.org/car/3044/Audi-SQ6-e-tron-Sportback
34,Audi,e-tron GT RS,250,97.0,Lithium-ion,396.0,865.0,184,525,2.8,281.0,CCS,0.0,350,4,AWD,F - Luxury,4997,1964,1389,Sedan,https://ev-database.org/car/2220/Audi-e-tron-GT-RS
35,Audi,e-tron GT RS performance,250,97.0,Lithium-ion,396.0,1027.0,182,525,2.5,281.0,CCS,0.0,350,4,AWD,F - Luxury,4997,1964,1389,Sedan,https://ev-database.org/car/2221/Audi-e-tron-GT-RS-performance
36,Audi,e-tron GT S,245,97.0,Lithium-ion,396.0,740.0,172,540,3.4,281.0,CCS,0.0,405,4,AWD,F - Luxury,5004,1964,1394,Sedan,https://ev-database.org/car/2219/Audi-e-tron-GT-S
37,Audi,e-tron GT quattro,245,97.0,Lithium-ion,396.0,625.0,169,540,4.0,281.0,CCS,0.0,405,4,AWD,F - Luxury,5004,1964,1394,Sedan,https://ev-database.org/car/3182/Audi-e-tron-GT-quattro
59,BYD,ATTO 3 (MY25),160,60.5,Lithium-ion,126.0,310.0,144,340,7.3,75.0,CCS,750.0,440,5,FWD,JC - Medium,4455,1875,1615,SUV,https://ev-database.org/car/3192/BYD-ATTO-3
60,BYD,DOLPHIN 44.9 kWh Active,150,44.9,Lithium-ion,104.0,180.0,132,265,12.3,50.0,CCS,0.0,345,5,FWD,C - Medium,4290,1770,1570,Hatchback,https://ev-database.org/car/1917/BYD-DOLPHIN-449-kWh-Active
62,BYD,DOLPHIN 60.4 kWh,160,60.5,Lithium-ion,126.0,310.0,142,350,7.0,65.0,CCS,0.0,345,5,FWD,C - Medium,4290,1770,1570,Hatchback,https://ev-database.org/car/1919/BYD-DOLPHIN-604-kWh
63,BYD,DOLPHIN SURF 30 kWh Active,150,30.0,Lithium-ion,94.0,175.0,136,190,11.1,45.0,CCS,0.0,308,4,FWD,B - Compact,3990,1720,1590,Hatchback,https://ev-database.org/car/3193/BYD-DOLPHIN-SURF-30-kWh-Active
64,BYD,DOLPHIN SURF 43.2 kWh Boost,150,43.2,Lithium-ion,90.0,175.0,134,270,12.1,60.0,CCS,0.0,308,4,FWD,B - Compact,3990,1720,1590,Hatchback,https://ev-database.org/car/3194/BYD-DOLPHIN-SURF-432-kWh-Boost
65,BYD,DOLPHIN SURF 43.2 kWh Comfort,150,43.2,Lithium-ion,90.0,220.0,139,265,9.1,60.0,CCS,0.0,308,4,FWD,B - Compact,3990,1720,1590,Hatchback,https://ev-database.org/car/3195/BYD-DOLPHIN-SURF-432-kWh-Comfort
66,BYD,SEAL 61.4 kWh RWD Comfort,220,61.4,Lithium-ion,128.0,380.0,133,365,7.5,75.0,CCS,750.0,400,5,RWD,D - Large,4800,1875,1460,Sedan,https://ev-database.org/car/3102/BYD-SEAL-614-kWh-RWD-Comfort
67,BYD,SEAL 82.5 kWh AWD Excellence,180,82.5,Lithium-ion,172.0,670.0,159,445,3.8,100.0,CCS,1500.0,400,5,AWD,D - Large,4800,1875,1460,Sedan,https://ev-database.org/car/2002/BYD-SEAL-825-kWh-AWD-Excellence
68,BYD,SEAL 82.5 kWh RWD Design,180,82.5,Lithium-ion,172.0,360.0,145,480,5.9,100.0,CCS,750.0,400,5,RWD,D - Large,4800,1875,1460,Sedan,https://ev-database.org/car/2001/BYD-SEAL-825-kWh-RWD-Design
69,BYD,SEAL U 71.8 kWh Comfort,175,71.8,Lithium-ion,132.0,310.0,171,360,9.3,72.0,CCS,1300.0,552,5,FWD,JD - Large,4785,1890,1668,SUV,https://ev-database.org/car/2094/BYD-SEAL-U-718-kWh-Comfort
70,BYD,SEAL U 87 kWh Design,175,87.0,Lithium-ion,160.0,330.0,174,425,9.6,85.0,CCS,1300.0,552,5,FWD,JD - Large,4785,1890,1668,SUV,https://ev-database.org/car/2067/BYD-SEAL-U-87-kWh-Design
71,BYD,SEALION 7 82.5 kWh AWD Design,215,82.5,Lithium-ion,172.0,690.0,181,400,4.5,115.0,CCS,1500.0,520,5,AWD,JD - Large,4830,1925,1620,SUV,https://ev-database.org/car/3071/BYD-SEALION-7-825-kWh-AWD-Design
72,BYD,SEALION 7 82.5 kWh RWD Comfort,215,82.5,Lithium-ion,172.0,380.0,171,415,6.7,115.0,CCS,750.0,520,5,RWD,JD - Large,4830,1925,1620,SUV,https://ev-database.org/car/3070/BYD-SEALION-7-825-kWh-RWD-Comfort
75,CUPRA,Born 170 kW - 59 kWh,160,59.0,Lithium-ion,216.0,310.0,156,360,6.7,110.0,CCS,0.0,385,5,RWD,C - Medium,4322,1809,1540,Hatchback,https://ev-database.org/car/2233/CUPRA-Born-170-kW---59-kWh
76,CUPRA,Born 170 kW - 77 kWh,160,77.0,Lithium-ion,288.0,310.0,157,460,7.0,125.0,CCS,0.0,385,5,RWD,C - Medium,4322,1809,1540,Hatchback,https://ev-database.org/car/2234/CUPRA-Born-170-kW---77-kWh
77,CUPRA,Born VZ,200,79.0,Lithium-ion,288.0,545.0,149,465,5.6,135.0,CCS,0.0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2128/CUPRA-Born-VZ
78,CUPRA,Tavascan Endurance,180,77.0,Lithium-ion,288.0,545.0,142,445,6.8,120.0,CCS,1000.0,540,5,RWD,JC - Medium,4644,1861,1597,SUV,https://ev-database.org/car/1971/CUPRA-Tavascan-Endurance
79,CUPRA,Tavascan VZ,180,77.0,Lithium-ion,288.0,545.0,150,425,5.5,120.0,CCS,1200.0,540,5,AWD,JC - Medium,4644,1861,1597,SUV,https://ev-database.org/car/1972/CUPRA-Tavascan-VZ
80,Cadillac,Lyriq 600 E4,210,102.0,Lithium-ion,288.0,610.0,192,460,5.3,165.0,CCS,1587.0,793,5,AWD,JF - Luxury,5005,1977,1623,SUV,https://ev-database.org/car/2243/Cadillac-Lyriq-600-E4
85,Citroen,e-C4,150,46.3,Lithium-ion,216.0,260.0,135,285,9.9,78.0,CCS,0.0,380,5,FWD,C - Medium,4360,1834,1525,Hatchback,https://ev-database.org/car/3047/Citroen-e-C4
86,Citroen,e-C4 54 kWh,150,50.8,Lithium-ion,102.0,260.0,122,325,9.1,78.0,CCS,0.0,380,5,FWD,C - Medium,4360,1834,1525,Hatchback,https://ev-database.org/car/3048/Citroen-e-C4-54-kWh
87,Citroen,e-C4 X,150,46.3,Lithium-ion,216.0,260.0,132,290,9.9,78.0,CCS,0.0,510,5,FWD,C - Medium,4600,1834,1525,Sedan,https://ev-database.org/car/3049/Citroen-e-C4-X
88,Citroen,e-C4 X 54 kWh,150,50.8,Lithium-ion,102.0,260.0,119,335,9.1,78.0,CCS,0.0,510,5,FWD,C - Medium,4600,1834,1525,Sedan,https://ev-database.org/car/3050/Citroen-e-C4-X-54-kWh
89,Citroen,e-SpaceTourer M 50 kWh,130,46.3,Lithium-ion,216.0,220.0,217,180,13.3,78.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2252/Citroen-e-SpaceTourer-M-50-kWh
90,Citroen,e-SpaceTourer M 75 kWh,130,68.0,Lithium-ion,324.0,220.0,202,260,14.2,79.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2254/Citroen-e-SpaceTourer-M-75-kWh
91,Citroen,e-SpaceTourer XL 50 kWh,130,46.3,Lithium-ion,216.0,220.0,219,180,13.3,78.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2253/Citroen-e-SpaceTourer-XL-50-kWh
92,Citroen,e-SpaceTourer XL 75 kWh,130,68.0,Lithium-ion,324.0,220.0,204,260,14.2,79.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2255/Citroen-e-SpaceTourer-XL-75-kWh
93,DS,3 E-Tense,150,50.8,Lithium-ion,102.0,260.0,128,300,9.0,85.0,CCS,0.0,350,5,FWD,JB - Compact,4118,1802,1534,SUV,https://ev-database.org/car/1791/DS-3-E-Tense
98,Dacia,Spring Electric 45,125,25.0,Lithium-ion,72.0,125.0,109,165,19.1,29.0,CCS,0.0,308,4,FWD,A - Mini,3700,1622,1516,Hatchback,https://ev-database.org/car/2126/Dacia-Spring-Electric-45
99,Dacia,Spring Electric 65,125,25.0,Lithium-ion,72.0,113.0,114,160,13.7,29.0,CCS,0.0,308,4,FWD,A - Mini,3700,1622,1516,Hatchback,https://ev-database.org/car/2127/Dacia-Spring-Electric-65
103,Fiat,500e 3+1 24 kWh,135,21.3,Lithium-ion,108.0,220.0,112,135,9.0,40.0,CCS,0.0,185,4,FWD,B - Compact,3631,1683,1529,Hatchback,https://ev-database.org/car/1726/Fiat-500e-3plus1-24-kWh
104,Fiat,500e 3+1 42 kWh,150,37.3,Lithium-ion,192.0,220.0,122,235,9.0,67.0,CCS,0.0,185,4,FWD,B - Compact,3631,1683,1529,Hatchback,https://ev-database.org/car/1328/Fiat-500e-3plus1-42-kWh
105,Fiat,500e Cabrio 24 kWh,135,21.3,Lithium-ion,108.0,220.0,112,135,9.0,40.0,CCS,0.0,185,4,FWD,B - Compact,3631,1683,1529,Cabriolet,https://ev-database.org/car/1727/Fiat-500e-Cabrio-24-kWh
106,Fiat,500e Cabrio 42 kWh,150,37.3,Lithium-ion,192.0,220.0,125,230,9.0,67.0,CCS,0.0,185,4,FWD,B - Compact,3631,1683,1529,Cabriolet,https://ev-database.org/car/1275/Fiat-500e-Cabrio-42-kWh
107,Fiat,500e Hatchback 24 kWh,135,21.3,Lithium-ion,108.0,220.0,112,135,9.0,40.0,CCS,0.0,185,4,FWD,B - Compact,3631,1683,1529,Hatchback,https://ev-database.org/car/1327/Fiat-500e-Hatchback-24-kWh
108,Fiat,500e Hatchback 42 kWh,150,37.3,Lithium-ion,192.0,220.0,118,235,9.0,67.0,CCS,0.0,185,4,FWD,B - Compact,3631,1683,1529,Hatchback,https://ev-database.org/car/1285/Fiat-500e-Hatchback-42-kWh
109,Fiat,600e,150,50.8,Lithium-ion,102.0,260.0,124,310,9.0,79.0,CCS,0.0,360,5,FWD,JB - Compact,4171,1781,1523,SUV,https://ev-database.org/car/1945/Fiat-600e
111,Ford,Capri Extended Range AWD,180,79.0,Lithium-ion,288.0,679.0,148,455,5.3,135.0,CCS,1200.0,572,5,AWD,D - Large,4643,1872,1626,Liftback Sedan,https://ev-database.org/car/2242/Ford-Capri-Extended-Range-AWD
112,Ford,Capri Extended Range RWD,180,77.0,Lithium-ion,288.0,545.0,135,455,6.4,120.0,CCS,1000.0,572,5,RWD,D - Large,4643,1872,1626,Liftback Sedan,https://ev-database.org/car/2241/Ford-Capri-Extended-Range-RWD
113,Ford,Capri Standard Range RWD,160,52.0,Lithium-ion,192.0,310.0,163,320,9.0,85.0,CCS,1000.0,572,5,RWD,D - Large,4643,1872,1626,Liftback Sedan,https://ev-database.org/car/2240/Ford-Capri-Standard-Range-RWD
114,Ford,Explorer Extended Range AWD,180,79.0,Lithium-ion,288.0,679.0,153,440,5.3,135.0,CCS,1200.0,536,5,AWD,JC - Medium,4468,1871,1639,SUV,https://ev-database.org/car/2169/Ford-Explorer-Extended-Range-AWD
115,Ford,Explorer Extended Range RWD,180,77.0,Lithium-ion,288.0,545.0,139,435,6.4,120.0,CCS,1000.0,536,5,RWD,JC - Medium,4468,1871,1630,SUV,https://ev-database.org/car/2168/Ford-Explorer-Extended-Range-RWD
116,Ford,Explorer Standard Range RWD,160,52.0,Lithium-ion,192.0,310.0,137,305,8.7,85.0,CCS,1000.0,536,5,RWD,JC - Medium,4468,1871,1630,SUV,https://ev-database.org/car/2167/Ford-Explorer-Standard-Range-RWD
118,Ford,Mustang Mach-E ER AWD (MY24),180,91.0,Lithium-ion,376.0,675.0,165,445,4.6,115.0,CCS,1500.0,519,5,AWD,JD - Large,4713,1881,1624,SUV,https://ev-database.org/car/2279/Ford-Mustang-Mach-E-ER-AWD
120,Ford,Mustang Mach-E ER RWD (MY24),180,91.0,Lithium-ion,376.0,525.0,152,480,5.9,115.0,CCS,1500.0,519,5,RWD,JD - Large,4713,1881,1624,SUV,https://ev-database.org/car/2278/Ford-Mustang-Mach-E-ER-RWD
121,Ford,Mustang Mach-E GT (MY24),200,91.0,Lithium-ion,376.0,950.0,177,425,3.8,115.0,CCS,750.0,519,5,AWD,JD - Large,4743,1881,1613,SUV,https://ev-database.org/car/2280/Ford-Mustang-Mach-E-GT
122,Ford,Mustang Mach-E GT (MY25),200,91.0,Lithium-ion,376.0,950.0,177,435,3.8,115.0,CCS,750.0,519,5,AWD,JD - Large,4743,1881,1613,SUV,https://ev-database.org/car/3190/Ford-Mustang-Mach-E-GT
123,Ford,Mustang Mach-E Rally (MY25),200,91.0,Lithium-ion,376.0,950.0,178,415,3.9,115.0,CCS,750.0,519,5,AWD,JD - Large,4743,1881,1633,SUV,https://ev-database.org/car/3191/Ford-Mustang-Mach-E-Rally
124,Ford,Mustang Mach-E Rally (MY24),200,91.0,Lithium-ion,376.0,950.0,178,410,3.9,115.0,CCS,750.0,519,5,AWD,JD - Large,4743,1881,1633,SUV,https://ev-database.org/car/2275/Ford-Mustang-Mach-E-Rally
140,Genesis,GV60 Premium,185,74.0,Lithium-ion,384.0,350.0,143,390,7.8,200.0,CCS,1600.0,432,5,RWD,JC - Medium,4515,1890,1580,SUV,https://ev-database.org/car/1647/Genesis-GV60-Premium
141,Genesis,GV60 Sport,200,74.0,Lithium-ion,384.0,605.0,157,375,5.5,200.0,CCS,1600.0,432,5,AWD,JC - Medium,4515,1890,1580,SUV,https://ev-database.org/car/1648/Genesis-GV60-Sport
